question,options,right_answer
"一人有《中国共产党纪律处分条例》分则中规定的两种以上(含两种)应当受到党纪处分的违纪行为,应当(),按其数种违纪行为中应当受到的最高处分加重一档给予处分.","['合并处理', '分别处理', '.视情况处理', '依次处理']",['合并处理']
中国即将进入全面建成小康社会的决定性阶段.实现这个目标是实现中华民族伟大复兴中国梦的关键一步.,"['正确', '错误']",['正确']
"习近平总书记提出,要把推进供给侧结构性改革作为经济工作的()","['目标', '目的', '方向', '主线']",['主线']
党风廉政建设的核心问题是(),"['解决党同人民群众的鱼水关系', '密切党同人民群众的血肉联系', '全面从严治党', '坚决惩治腐败']",['密切党同人民群众的血肉联系']
"《党章》规定,对于严重触犯刑律的党员,必须().","['开除党籍', '留党察看', '撤销党内职务', '开除公职']",['开除党籍']
实施乡村振兴战略要实现小农户和()有机衔接,"['大机器', '新兴科技', '现代农业发展', '互联网']",['现代农业发展']
第三代中央领导集体以()同志为核心,"['江泽民', '胡锦涛', '温家宝', '习近平']",['江泽民']
《中国共产党纪律处分条例》是根据()制定的,"['中国共产党章程', '.宪法', '廉政行为准则', '八项规定']",['中国共产党章程']
"《党章》规定,党的各级领导干部要正确行使人民赋予的权力,(),依法办事,清正廉洁,勤政为民,以身作则,艰苦朴素,密切联系群众,坚持党的群众路线,自觉地接受党和群众的批评和监督.","['追求卓越', '坚持原则', '坚持原则', '量力而为']",['坚持原则']
.要有“四个自信”的精神状态:道路自信、理论自信、制度自信、()自信,"['文化', '道德', '体制', '文明']",['文化']
"党的十九大报告指出,要深入贯彻以()为中心的发展思想","['国家', '公民', '人民', '社会']",['人民']
国家的一切权利属于公民,"['正确', '错误']",['错误']
"中国政府采取国家补贴等方式支持中国企业在海外进行拓展,对其他市场主体()公平","['可能', '一定', '不', '一定不']",['可能']
"为了推动人与自然的和谐发展现代建设化建设新格局,为保护生态环境做出我们这代人的努力,我们应该牢固树立()","['社会主义自然保护观', '社会主义生态环境观', '社会主义生态文明观', '社会主义文明生活观']",['社会主义生态文明观']
"2018年《政府工作报告》指出,产权制度是社会主义市场经济的基石.所以,要以()为导向,完善相关法律法规","['保护产权、维护契约、统一市场、平等交换、公平竞争', '保护产权、维护约定、统一市场、平等交易、公平竞争', '保护产权、维护约定、统一管理、平等交换、公平竞争', '保护产权、维护约定、统一市场、平等交易、公平竞争']",['保护产权、维护契约、统一市场、平等交换、公平竞争']
"习近平在中国文联十大、中国作协九大开幕式上讲话中说道,()是更基础、更广泛、更深厚的自信,是更基本、更深沉、更持久的力量.","['文艺自信', '文化自信', '理论自信', '制度自信']",['文化自信']
"有事好商量,众人的事情由众人商量,是人民民主的真谛.协商民主是实现党的领导的重要方式,是我国社会主义民主政治的特有形式和独特优势.人民政协是具有中国特色的制度安排,是社会主义协商民主的重要渠道和专门协商机构.","['正确', '错误']",['正确']
实施军民融合发展战略是构建一体化国家战略体系和能力的必然选择,"['正确', '错误']",['正确']
"1955年,北京会议通过的十项原则是对和平共处五项原则的引申和发展","['正确', '错误']",['错误']
"中国精神就是以爱国主义为核心的民族精神,以改革创新为核心的时代精神.","['正确', '错误']",['正确']
"《中共中央国务院关于做好2022年全面推进乡村振兴重点工作的意见》指出,加强乡镇、村集中换届后领导班子建设,全面开展农村基层干部乡村振兴主题培训.持续排查整顿软弱涣散村党组织.发挥驻村第一书记和工作队抓党建促乡村振兴作用.","['正确', '错误']",['正确']
()是持续发展的必要条件,"['协调', '共享', '绿色', '以上都是']",['绿色']
"在新时代,中国共产党人把马克思主义基本原理同新时代中国具体实际结合起来,团结带领人民进行伟大斗争、建设伟大工程、推进伟大事业、实现伟大().","['梦想', '任务', '使命', '目标']",['梦想']
"党要管党、从严治党,是党的建设的一贯要求和根本方针.","['正确', '错误']",['正确']
"供给侧结构性改革深入推进,经济结构不断优化,数字经济等新兴产业蓬勃发展.","['正确', '错误']",['正确']
中共十八大规划了中国从现在到本世纪中叶的发展蓝图,"['正确', '错误']",['错误']
发展应该统筹推进经济建设、政治建设、文化建设、()、生态文明建设.,"['思想建设', '对外建设', '开放建设', '社会建设']",['社会建设']
"全面从严治党,核心是加强党的领导,基础在全面,关键在治,要害在严.","['正确', '错误']",['错误']
"实施创新驱动发展战略,最根本的是要增强自主创新能力","['正确', '错误']",['正确']
我国正在建设知识型、()、创新型劳动者大军.,"['吃苦型', '技能型', '创造型', '智能型']",['技能型']
以下属于普通权利的是(),"['宗教信仰自由', '婚姻自由权', '人身自由', '劳动权']",['婚姻自由权']
"中国将坚定不移走和平发展道路,坚定不移奉行独立自主的和平外交政策,坚定不移奉行互利共赢的开放战略.中国的发展离不开世界,世界的发展也需要中国.","['正确', '错误']",['正确']
中国外交有原则、重情谊、讲道义、谋公正.,"['正确', '错误']",['正确']
解决人民温饱问题、人民生活总体上达到小康水平这两个目标还未实现.,"['正确', '错误']",['错误']
"全面提高党的建设科学化水平,全党要增强紧迫感和责任感,牢牢把握的主线是()","['加强党的执政能力建设', '加强先进性、纯洁性建设和党的执政能力建设', '加强先进性和纯洁性建设', '加强党的执政能力建设、先进性和纯洁性建设']",['加强党的执政能力建设、先进性和纯洁性建设']
()是指导更快更好发展的根本指南,"['文化教育', '科学发展观', '经济', '科技']",['科学发展观']
"习近平强调,打好脱贫攻坚战是党的十九大提出的三大攻坚战之一","['正确', '错误']",['正确']
科技创新是提高社会生产力和综合国力的战略支撑,"['正确', '错误']",['正确']
"()在其巨著《中国科技史》中深入总结了中国古代科技发展的成就,中国要紧跟新的科技革命潮流,努力创造一流的科技成果.","['何勇', '尹梦节', '李柯', '李约瑟']",['李约瑟']
"中国共产党在社会主义初级阶段的基本路线是：领导和团结全国各族人民,以经济建设为中心,坚持()基本原则,坚持改革开放,自力更生,艰苦创业,为把我国建设成为富强民主文明和谐美丽的社会主义现代化强国而奋斗.","['三项', '四项', '五项', '六项']",['四项']
"我们确立了“两个一百年”奋斗目标,即到()年实现国内生产居民人均收入比2010年翻一番,全面建成小康社会","['2020', '2023', '2024', '2025']",['2020']
"被誉为“工人阶级的圣经”的()是马克思主义最厚重、最丰富的著作,.","['共产党宣言', '资本论', '剩余价值理论', '工人联合会']",['资本论']
"党的十八届四中全会指出面对新形势新任务,必须更好发挥法治的","['教育和预测作用', '引领和规范作用', '指引和教育作用', '引领和强制作用']",['引领和规范作用']
"马克思主义的命运早已同中国共产党的命运、中国人民的命运、中华民族的命运紧紧连在一起,它的()和真理性在中国得到了充分检验.","['逻辑性', '科学性', '人民性', '实践性']",['科学性']
确立和维护无产阶级政党的领导核心始终是马克思主义建党学说的(),"['基本目标', '根本目标', '基本观点', '根本观点']",['基本观点']
"“三个代表”重要思想是对马克思列宁主义、毛泽东思想、邓小平理论的继承和发展,反映了当代世界和中国的发展变化对党和国家工作的新要求,是加强和改进党的建设,推进()的强大理论武器,是中国共产党集体智慧的结晶,是党必须长期坚持的指导思想.","['我国社会主义自我完善和发展', '社会主义现代化建设', '改革开放', '依法治国']",['我国社会主义自我完善和发展']
"要坚持对外开放的基本国策,吸收和借鉴人类社会创造的一切().","['文明成果', '科技文明', '科学文明', '科学成果']",['文明成果']
"习近平在致首届丝绸之路国际文化博览会的贺信中指出,贯通亚欧的丝绸之路架起了一座东西方友好往来,文明交流的重要桥梁.","['正确', '错误']",['正确']
绿色科技是人类建设美丽地球的重要手段,"['正确', '错误']",['正确']
"供给侧结构性改革需要加快建设()强国,加快发展先进制造业.","['文化', '创新', '制造', '经济']",['制造']
"中白作为联合国创始会员国,要加强在联合国和其他国际组织中的协调和配合,推动国际秩序和国际体系朝着更加公正合理的方向发展.","['正确', '错误']",['正确']
以下哪一个不属于“四个全面”的内容(),"['全面建成小康社会', '全面对外开放', '全面深化改革', '全面从严治党']",['全面对外开放']
是党组织教育管理党员和党员进行党性锻炼的主要平台.,"['党代会', '民主生活会', '党内政治生活', '群众路线教育实践活动']",['党内政治生活']
"2018年是中央电视台建台()周年,习近平在贺信中强调锐意改革创新,壮大主流舆论,努力打造具有强大引领力传播力影响力的国际一流新兴媒体.","['50', '60', '70', '80']",['60']
"是解决党内予盾的有力武器,也是保持党的肌体健康的有力武器.","['批评和自我批评', '民主生活会', '党内政治斗争', '政治路线教育']",['批评和自我批评']
党的十九大报告中提出的要全面加强党的“五大建设”是(),"['思想建设、组织建设、作风建设、文化建设和制度建设', '思想建设、组织建设、文化建设、反腐倡廉建设和制度建设', '政治建设、思想建设、组织建设、作风建设和纪律建设', '政治建设、思想建设、组织建设、反腐倡廉建设和纪律建设']",['政治建设、思想建设、组织建设、作风建设和纪律建设']
"坚持全面从严治党.勇于自我革命,从严管党治党,是我们党最鲜明的品格.","['正确', '错误']",['正确']
第一代中央领导集体以()同志为核心,"['毛泽东', '邓小平', '周恩来', '刘少奇']",['毛泽东']
"中国是核电发展最快的国家,同时保持着良好核安全纪录.作为最大的发展中国家,中国始终在确保安全的前提下,致力于开发利用核能,弥补能源需求缺口,应对气候变化挑战.","['正确', '错误']",['正确']
()国成为亚洲以外首个获批人民币合格境外机构投资者初始额度的国家,"['俄', '英', '美', '法']",['英']
"习近平赞赏潘基文秘书长发起的“()”倡议,希望越来越多男性参与进来.","['他为她', '她为他', '他为他', '她为她']",['他为她']
党的健康是民族昌盛和国家富强的重要标志,"['正确', '错误']",['错误']
坚持生产发展、生活富裕、生态良好的()发展道路.,"['合理', '可持续', '科学']",['科学']
"党的十九大对我们青年提出新的要求,中国梦是历史的、(),也是未来的；是我们这一代的更是青年一代的.","['实际的', '现实的', '当下的', '现在的']",['现实的']
"香港、澳门回归祖国以来,“一国两制”实践取得举世公认的成功.事实证明,“一国两制”是解决历史遗留的香港、澳门问题的最佳方案,也是香港、澳门回归后保持长期繁荣稳定的最佳制度.","['正确', '错误']",['正确']
"建设现代化经济体系,必须把发展经济的着力点放在实体经济上,把提高供给体系质量作为主攻方向,显著增强我国经济质量优势","['正确', '错误']",['正确']
"推进中非共建“一带一路”合作,并将“一带一路”建设同非洲联盟《2060年议程》,为中非合作提供更多机遇、增添更强动力","['正确', '错误']",['错误']
人类命运共同体是习近平新时代中国特色社会主义思想的重要组成部分,"['正确', '错误']",['正确']
"中国愿同包括英国在内的各国开展多种形式的国际产能和装备制造合作,实现()发展","['联动', '双赢', '合作', '和平']",['联动']
"党中央于2016年颁布的《国家创新驱动发展战略纲要》明确,我国科技事业发展的目标是,到()年时使我国进入创新型国家行列,到()年时使我国进入创新型国家前列.","['2020；2030', '2030；2020', '2020；2040', '2020；2050']",['2020；2030']
"应普京总统邀请,2017年3月习近平总书记对俄罗斯进行()访问,相信这次访问将为中俄关系发展注入新动力.","['国事', '军事', '政治', '社交']",['国事']
"2018年上海合作组织拥有10个成员国、4个观察员国、6个对话伙伴,是维护地区安全、促进共同发展、完善全球治理的重要力量","['正确', '错误']",['错误']
"文明因交流而多彩,文明因互鉴而丰富.文明交流互鉴,是推动人类文明进步和世界和平发展的重要动力.","['正确', '错误']",['正确']
切实保障人民管理国家事务和社会事务、管理()事业的权利.,"['.经济和政治', '军事和经济', '经济和文化', '.政治和文化']",['经济和文化']
我们要在丰厚的文化()中凝聚起更加强大的创新创造活力,"['积累', '积攒', '积淀', '沉淀']",['积淀']
下列哪点不是发展中国特色社会主义文化的主要措施？(),"['牢牢掌握意识形态工作领导权.', '要培育和践行社会主义核心价值观.', '要加强思想道德建设', '严格管理文化事业文化产业']",['严格管理文化事业文化产业']
"群众的眼睛是雪亮的,群众的是我们最好的镜子.","['呼声', '利益', '监督', '意见']",['意见']
"要加强中共同各民主党派的亲密合作,必须高举()的旗帜","['友爱', '团结', '平等', '互助']",['团结']
"开放型经济新体制逐步健全,对外贸易、对外投资、外汇储备稳居世界前列.","['正确', '错误']",['正确']
预备党员的()同正式党员一样.,"['权利', '权利和义务', '义务', '待遇']",['义务']
"党的十九大报告指出,全面推进军事理论现代化、军队组织形态现代化、军事人员现代化、武器装备现代化,力争到()年基本实现国防和军队现代化","['2040', '2035', '2030', '2025']",['2035']
"《党章》规定,当党员对党的决议和政策有不同意见时,下列说法中,正确的应该是().","['可以不执行党的决议和政策', '在坚决执行的前提下,可以声明保留,并且可以把自己的意见向党的上级组织直至中央提出', '必须坚决执行,不可以声明保留,也不允许向上级组织提出', '在不执行的同时,向上级组织提出']","['在坚决执行的前提下,可以声明保留,并且可以把自己的意见向党的上级组织直至中央提出']"
"《党章》规定,凡属重大问题,党的各级委员会都要按照集体领导、民主集中、个别酝酿、的原则,由党的委员会集体讨论,()作出决定.","['会议决定', '书记个人决定', '常委会决定', '.书记办公会']",['会议决定']
"中国是亚洲和世界大家庭的重要成员.中国发展离不开亚洲和世界,亚洲和世界繁荣稳定也需要中国.","['正确', '错误']",['正确']
"脱贫攻坚战取得决定性进展,()贫困人口稳定脱贫,贫困发生率从百分之十点二下降到百分之四以下.","['五千多万', '六千多万', '八千多万', '九千多万']",['六千多万']
"调整经济结构,转变经济发展方式,推进()改革.","['供给侧结构性', '结构性', '供给侧性', '需求侧结构性']",['供给侧结构性']
建设社会主义精神文明要提高全民族的()素质和()素质.,"['思想道德科学文化', '.科学知识道德内涵', '道德文化法律规范', '科学技术道德修养']",['思想道德科学文化']
"在新的历史条件下,我们党面临着执政、改革开放、()、外部环境“四大考验”.","['商品经济', '内部环境', '市场经济', '执政能力']",['市场经济']
"中国()亿多人口摆脱贫困,人均国内生产总值超过7000美元.","['6', '7', '8', '9']",['6']
"牢牢掌握意识形态工作(),不断巩固马克思主义在意识形态领域的指导地位","['领导权', '控制权', '控制权', '统治权']",['领导权']
".利用职权或者职务上的影响操办婚丧喜庆事宜,在社会上造成不良影响,且情节严重的,给予()处分.","['严重警告', '撤销党内职务', '党内察看', '开出党籍']",['撤销党内职务']
()国是首个申请加入亚洲基础设施投资银行的欧洲国家.,"['美', '中', '英', '法']",['英']
"习近平总书记指出,学习是我们做好各项工作的依靠.首先要认真学习,这是我们做好一切工作的看家本领.","['马克思主义理论', '党的路线方针政策', '国家法律法规', '经济政治历史文化等']","['马克思主义理论', '党的路线方针政策', '国家法律法规', '经济政治历史文化等']"
"习近平主席在党的十九大报告中提出,必须坚定不移把()作为党执政兴国的第一要务,坚持解放和发展社会生产力,坚持社会主义市场经济改革方向,推动经济持续健康发展.","['创新', '发展', '改革', '可持续']",['发展']
科技是引领发展的第一动力,"['正确', '错误']",['错误']
以下哪种行为是拉票贿选、破坏选举.,"['仿造选票', '受人委托代写选票', '放弃选举', '按程序参加选举']",['仿造选票']
"在党的十九大报告中提出我国发展的战略安排：到2020年全面建成小康社会,到2035年基本实现社会主义现代化.","['正确', '错误']",['正确']
深度贫困包括哪些特征(&nbsp;),"['贫困人口占比高', '贫困发生率高', '基础设施差', '人均可支配收入低']","['贫困人口占比高', '贫困发生率高', '基础设施差', '人均可支配收入低']"
"从十九大到二十大,是“两个一百年”奋斗目标的历史交汇期.我们既要全面建成小康社会、实现第一个百年奋斗目标,又要乘势而上开启全面建设社会主义现代化国家新征程,向第二个百年奋斗目标进军.","['正确', '错误']",['正确']
"要增强政治意识、大局意识、核心意识、看齐意识,坚决维护党中央权威和集中统一领导,自觉在思想上政治上行动上同党中央保持高度一致,确保令行禁止、步调统一.","['正确', '错误']",['正确']
"党的一切工作必须以最广大人民根本利益为最高标准.要坚持把人民群众的小事当作自己的大事,从人民群众关心的事情做起,从让人民群众满意的事情做起,带领人民不断创造美好生活.","['正确', '错误']",['正确']
"党员受到警告处分后的()内,不得在党内提升职务和向党外组织推荐担任高于原任职务的党外职务","['半年', '一年', '两年', '三年']",['一年']
坚持和发展中国特色社会主义是当代中国发展进步的根本方向,"['正确', '错误']",['正确']
坚持民主集中制是强化党内监督的核心.,"['正确', '错误']",['正确']
"“四个全面”战略布局第次将全面建成小康社会,定位为“实现中华民族伟大复兴中国梦的","['关键一招', '关键一步', '关键目标', '关键阶段']",['关键一步']
"要从根本上改革束缚发展的()体制,坚持和完善社会主义市场经济体制.","['政治', '市场', '法律', '经济']",['经济']
"党的基层委员会每届任期三年至五年,总支部委员会、支部委员会每届任期().","['三年或五年', '一年或两年', '两年或三年', '三年或四年']",['两年或三年']
"振兴乡村需要深化农村集体产权制度改革,保障农民财产权益,壮大().","['公有经济', '个体经济', '集体经济', '民营经济']",['集体经济']
"经济体制改革必须以完善产权制度和()配置为重点,","['协调', '要素政府化', '要素市场化', '统一']",['要素市场化']
"新中国成立初期,为了发展国营经济,也为了发挥其他经济成分的重要作用,党提出了()的经济建设方针.","['既反保守又反冒进,在综合平衡中稳步前进', '有些地方停下来、有些地方收缩、有些地方发展', '公私兼顾、劳资两利、城乡互助、内外交流', '重点建设、稳步前进']",['公私兼顾、劳资两利、城乡互助、内外交流']
土地荒漠化是影响人类生存和发展的全球重大生态问题.《联合国防治荒漠化公约》第十三次缔约方大会高级别会议于2017年09月11日在内蒙古鄂尔多斯市开幕.,"['正确', '错误']",['正确']
"()在社会主义初级阶段的基本路线是：领导和团结全国各族人民,以经济建设为中心,坚持四项基本原则,坚持改革开放,自力更生,艰苦创业,为把我国建设成为富强民主文明和谐美丽的社会主义现代化强国而奋斗.","['中国共产党', '中国', '中华民族', '中共中央']",['中国共产党']
()制定《关于党内政治生活的若干准则》,"['1980', '1978', '2018', '2014']",['1980']
经济发展需促进农村一二三产业分离发展.,"['正确', '错误']",['错误']
"遵守党的纪律,首要的是严格遵守党的()纪律.","['政治', '组织', '人事', '经济']",['政治']
"实现中华民族伟大复兴的中国梦,必须坚定不移把()作为党执政兴国的第一要务.","['发展', '科技', '文化', '教育']",['发展']
"习近平总书记在中国科学院第17次院士大会上提出,()是民族进步之魂,()是国家强盛之基.","['创新；经济', '创新；和平', '创新；科技', '科技；创新']",['创新；科技']
"推动创新发展、协调发展、绿色发展、开放发展、共享发展,前提都是国家安全、社会稳定.","['正确', '错误']",['正确']
"作为全球第一大经济体,中国深知自身肩负的责任","['正确', '错误']",['错误']
改革开放是坚持和发展中国特色社会主义的.,"['本质要求', '立国之本', '必由之路', '内在要求']",['必由之路']
"习近平总书记在19大报告中指出,要坚持中国特色社会主义文化发展道路,激发全民族文化()活力,建设社会主义文化强国","['创新创造', '传统与现代', '不断变化', '历久弥新']",['创新创造']
确立和维护无产阶级政党的领导核心始终是马克思主义建党学说的一个基本观点,"['正确', '错误']",['正确']
习近平总书记访英期待共同开启中英全面战略伙伴关系的“()时代”.,"['黄金', '白金', '友好', '和平']",['黄金']
"习近平在纪念邓小平同志诞辰110周年座谈会上提出,社会主义的本质是解放发展生产力,消灭剥削,消除两极分化,最终达到同步富裕.","['正确', '错误']",['错误']
"中国是农业大国,有着悠久农耕历史和灿烂的农耕文化.","['正确', '错误']",['正确']
"总书记在十八届中央纪委二次全会上强调,要加强对权力运行的制约和监督,把权力关进()的笼子里,形成不敢腐的惩戒机制、不能腐的防范机制、不易腐的保障机制","['.法律', '制度', '改革', '纪律']",['制度']
习近平总书记发表“一带一路”倡议和()国集团合作可以相互补充、相互促进.,"['十七', '十八', '十九', '二十']",['二十']
"经济发展应着力构建市场机制有效、微观主体有活力、宏观调控有度的经济体制,不断增强我国经济创新力和竞争力.","['正确', '错误']",['正确']
"中俄在国际事务中的协作有力维护了地区及世界和平、安全、稳定,在动荡多变的国际局势中发挥了()器作用","['指挥', '导航', '稳定', '枢纽']",['稳定']
"《党章》规定,中国共产党党员永远是劳动人民的普通一员.除了法律和政策规定范围内的个人利益和工作职权以外,所有共产党员都不得谋求任何().","['私利和特权', '政治权力', '经济利益', '物质享受']",['私利和特权']
"()是时代前进的号角,最能代表一个时代的风貌,最能引领一个时代的风气.","['文化', '文艺', '科技', '经济']",['文艺']
"金砖国家要坚定奉行多边主义,敦促各方切实遵守共同制定的国际规则,坚持大小国家一律平等,大家的事商量着办,反对霸权主义和强权政治","['正确', '错误']",['正确']
爱国主义是中华民族精神的(),"['关键', '核心', '要求', '保证']",['核心']
()同志在任职期间形成和贯彻了科学发展观,"['胡锦涛', '江泽民', '邓小平', '习近平']",['胡锦涛']
()中国特色社会主义文化是激励全党全国各族人民奋勇前进的强大精神力量.,"['中国特色社会主义道路', '中国特色社会主义理论体系', '中国特色社会主义制度', '中国特色社会主义文化']",['中国特色社会主义文化']
"经济发展应着力构建市场机制有效、微观主体有活力、宏观调控有度的经济体制,不断增强我国经济()和竞争力.","['创新力', '发展力', '持久力', '爆发力']",['创新力']
"调整和增选中央委员会及后补中央委员的数额,不得超过党的全国代表大会选举出的中央委员及候补中央委员各自总数的().","['二分之一', '三分之一', '四分之一', '五分之一']",['五分之一']
"改革开放以来,我们党经受着执政和()的双重考验","['改革开放', '国外敌对势力', '经济建设', '文化发展']",['改革开放']
"党的十三届五中全会提出,要在重大创新领域组建一批国家实验室,这是一项对我国科技创新具有战略意义的举措.","['正确', '错误']",['错误']
预备党员的预备期为(),"['1年', '2年', '3年']",['1年']
()是推进文明交流互鉴最深厚的力量,"['文化典籍', '民间外交', '互联网', '商业往来']",['民间外交']
"按照“一个国家、两种制度”的方针,促进()长期繁荣稳定,完成祖国统一大业.","['.香港、澳门', '台湾', '香港、澳门、台湾', '钓鱼岛']",['.香港、澳门']
"邓小平同志突出强调,“改革是中国的第三次革命”","['正确', '错误']",['错误']
"我国经济即将由高速增长阶段转向高质量发展阶段,正处在转变发展方式、优化经济结构、转换增长动力的攻关期,建设现代化经济体系是跨越关口的迫切要求和我国发展的战略目标.","['正确', '错误']",['错误']
"习近平指出必须始终把人民利益摆在至高无上的地位,让改革发展成果更多更公平惠及全体人民","['正确', '错误']",['正确']
习近平总书记于哪一年首次提出构建人类命运共同体的倡议,"['2012', '2013', '2014', '2011']",['2013']
共享是中国特色社会主义的(),"['必要条件', '本质要求', '必由之路', '内在要求']",['本质要求']
"培育和践行(),倡导社会主义荣辱观","['毛泽东思想', '.社会主义核心价值观', '习近平新时代中国特色社会主义思想', '三个代表重要思想']",['.社会主义核心价值观']
以下哪场革命为中国送来了马克思列宁主义(),"['十月革命', '英国大宪章运动', '二月革命', '巴黎公社运动']",['十月革命']
"中国将加入新的联合国维和能力待命机制,决定为此率先组建常备成建制维和警队,并建设()人规模的维和待命部队","['7000', '8000', '9000', '10000']",['8000']
"区域发展协调性增强,“一带一路”建设、京津冀协同发展、长江经济带发展成效显著.","['正确', '错误']",['正确']
"建立中国—拉共体论坛,推动中拉整体合作,顺应区域和跨区域合作潮流,是中国同拉美和加勒比国家的共同愿望.","['正确', '错误']",['正确']
".党的思想路线是一切从实际出发,理论联系实际,()在实践中检验真理和发展真理.","['实事求是', '开拓创新', '解放思想', '求真务实']",['实事求是']
"发展中国特色社会主义文化,就是以()为指导,坚守中华文化立场,立足当代中国现实,结合当代时代条件,发展面向现代化,面向世界,面向未来的,民族的科学的大众的社会主义文化.","['毛泽东思想', '邓小平理论', '“三个代表”思想', '马克思主义']",['马克思主义']
"2016年习近平在致《大辞海》出版暨《辞海》第一版面世80周年的贺信中写道,《辞海》和《大辞海》是大型综合性词典,全面反映了人类文明优秀成果.","['正确', '错误']",['正确']
"中国特色社会主义进入新时代,我国社会主要矛盾已经转化为人民日益增长的()需要和()的发展之间的矛盾.","['美好生活不充分不平衡', '幸福生活不平衡不充分', '幸福生活不充分不平衡', '美好生活不平衡不充分']",['美好生活不平衡不充分']
党的()大进一步提出要在本世纪头二十年全面建设惠及十几亿人口的更高水平的小康社会,"['十六', '十七', '十八', '十九']",['十六']
"中国是世界上最大的发展中国家,非洲是发展中国家最集中的大陆","['正确', '错误']",['正确']
"伦敦是世界历史文化名城,()城则是伦敦的心脏,在这里可以感受到现代英国金融发展.","['文化', '访谈', '金融', '社交']",['金融']
()是引领发展的第一动力,"['协调', '绿色', '开放', '创新']",['创新']
目前我国反腐败斗争压倒性态势正在形成,"['正确', '错误']",['正确']
"今年是马克思主义诞辰()周年,在世界人民心中马克思至今依然是最伟大的思想家","['100', '150', '200', '110']",['200']
"改革生态环境监管体制,设立国有自然资源资产管理和自然生态()机构","['监督', '监察', '问责', '监管']",['监管']
统筹城乡发展最基本的是要消除城乡二元结构,"['正确', '错误']",['错误']
"习近平总书记提出,要把人民对美好生活的向往作为奋斗目标","['正确', '错误']",['正确']
"《党章》中关于党员权利,下列说法中,错误的应该是().","['党员只能向所在的党组织提出请求、申诉和控告', '党员可以向党的上级组织直至中央提出请求、申诉和控告,并要求有关组织给以负责的答复', '对党的决议和政策如有不同意见,在坚决执行的前提下,可以声明保留,并且可以把自己的意见向党的上级组织直至中央提出', '.在党组织讨论决定对党员的党纪处分或作出鉴定时,本人有权参加和进行申辩,其他党员可以为他作证和辩护.']",['党员只能向所在的党组织提出请求、申诉和控告']
"金砖国家要顺应历史大势,把握发展机遇,合力克服挑战,为构建新型国际关系、构建人类命运共同体发挥建设性作用","['正确', '错误']",['正确']
"《党章》规定,党的民主集中制的基本原则之一是“四个服从”,即党员个人服从党的组织,(),下级组织服从上级组织,全党各个组织和全体党员服从党的全国代表大会和中央委员会.","['委员服从党委书记', '少数服从多数', '普通党员服从党组织书记', '以上都不是']",['少数服从多数']
"凡是成立党的新组织,或是撤销党的原有组织,必须由()决定.","['上级党组织', '上级党委和政府', '党中央', '上级党组织和纪委']",['上级党组织']
全面建成小康社会需要突出抓重点、()、强弱项.,"['补短板', '找突破', '展优势', '破难点']",['补短板']
"在《亚洲基础设施投资银行协定》谈判过程中,()个意向创始成员国秉承开放、包容、专业、透明的原则","['54', '55', '56', '57']",['57']
"五四运动源于北大,爱国、()、民主、科学的五四精神始终激励北大师生同人民一起开拓、同祖国一起奋斗.","['自由', '诚信', '进步', '敬业']",['进步']
"《中共中央关于加强和改进新形势下党的建设若干重大问题的决定》指出,要按照科学理论武装、具有世界眼光、善于把握规律、富有创新精神的要求,把()作为重大而紧迫的战略任务抓紧抓好.","['提高党的决策水平', '壮大党员队伍', '建设马克思主义学习型政党', '党风廉政建设']",['建设马克思主义学习型政党']
"坚持()国家安全观,坚决维护国家主权、安全、发展利益.","['全面', '总体', '综合', '统筹']",['总体']
"中国特色社会主义就是要建设社会主义市场经济、民主政治、先进文化,逐步实现全体人民共同().","['发展', '富裕', '进步', '提升']",['富裕']
"《联合国防治荒漠化公约》第十三次缔约方大会高级别会议11日在内蒙古鄂尔多斯市开幕.《联合国防治荒漠化公约》是联合国里约可持续发展大会框架下的三大环境公约之一,旨在推动国际社会在防治荒漠化和缓解干旱影响方面加强合作.","['正确', '错误']",['正确']
"我们应该坚持解放和发展社会生产力,坚持社会主义市场经济改革方向,推动经济持续健康发展.","['正确', '错误']",['正确']
"确保农村稳定,为人民群众营造良好的生产生活环境,是统筹城乡发展的必然要求","['正确', '错误']",['正确']
"习近平在纪念邓小平同志诞辰110周年座谈会上提出,社会主义的本质是()","['解放发展生产力', '消灭剥削,消除两极分化', '最终达到共同富裕', '以上都有']",['以上都有']
"党的十九大报告指出,全面推进中国特色大国外交,形成全方位、多层次、()的外交布局,为我国发展营造了良好外部条件.","['多元化', '层次化', '多角度', '立体化']",['立体化']
"非洲是发展中国家最集中的大陆,也是全球最具发展潜力的地区","['正确', '错误']",['正确']
"首个中英文化交流年是()年,两国艺术家的交流精彩纷呈","['2012', '2013', '2014', '2015']",['2015']
《中国共产党廉洁自律准则》从()开始施行,"['2016年1月26日', '2016年3月8日', '2016年1月1日', '.2016年2月18日']",['2016年1月1日']
增进民生福祉是()的根本目的,"['发展', '改革', '创新', '实践']",['发展']
"党的十八大报告指出,关乎党的命脉,关乎国家前途、民族命运、人民幸福.","['道路', '中国梦', '党建', '反腐']",['道路']
"中国始终是维护地区和世界和平,促进共同发展的唯一力量","['正确', '错误']",['错误']
意识形态决定文化前进方向和发展道路,"['正确', '错误']",['正确']
